;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;DefaultIconBlockOffset;DefaultIconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;DefaultIsInteractive;IsEditable;IsNonDuplicable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;DefaultShadowStrength;LightAttenuation;EmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;DefaultExperienceCount;RequiredToolLevel;MaxStacking;MaxInHandStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;DefaultSoundMaterialName;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;PlayerLevelRequired;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;DefaultHeat;FireDuration;ExplosionResilience;DefaultExplosionPressure;DefaultExplosionIncendiary;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;DefaultSicknessProbability;FoodType;DefaultRotPeriod;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
Musket2Block;Rifle;Tools;Musket2BlockBehavior;323;0,0,0;-1, 0.5, 0;0.6;0.4;0.6, -0.5, -0.6;40, 0, 0;0.4;0, 0.05, 0;90, 0, 0;musket2;0;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;1;400;TRUE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;;;;;;;;211;1;A Rifle can be used to fire metal bullet. You can shot two times because the rifle can contain two bullet, a powerful weapon during the initial industrial era.
Bullet2Block;Bullet;Tools;ElectricBlockBehavior, Mineral, ImpactExplosivesBlockBehavior;324;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0,0;0, 0, 45;bullet2;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;#;1;;;60;60;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;0.95;0;FALSE;0;;0;;;FALSE;FALSE;;;;;;;;229;1;Bullets are fired from firearms.
SteelShovelBlock;SteelShovel;Tools;;325;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;steelshovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;8;1.5;1.5;1.5;0.66;1;4;1;800;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;;;;;;;;233;1;Shovels are tools for digging blocks made of loose material, such as sand or gravel. They greatly speed up the digging process, but eventually they will get damaged and fail. Shovels made of better materials last longer and dig faster.
SteelPickaxeBlock;SteelPickaxe;Tools;;326;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;steelpickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1.5;18;1.5;1.5;0.66;1;4;1;800;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;;;;;;;;218;1;Pickaxes are tools for quarrying hard blocks, such as stone or ice. They greatly speed up the quarrying process, but eventually they will get damaged and fail. Pickaxes made of better materials last longer and quarry faster.
SteelAxeBlock;SteelAxe;Tools;;327;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;steelaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1.5;1.5;12;15;0.3;1;4;1;800;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;;;;;;;;234;1;Axes are tools for cutting soft blocks, such as wood, furniture or leaves. They greatly speed up the cutting process, but eventually they will get damaged and fail. Axes made of better materials last longer and cut faster. Axe is also a powerful weapon, although it is very difficult to hit a moving target.
SteelRakeBlock;SteelSpikesRake;Tools;RakeBlockBehavior;328;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;steelrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1.5;1.5;1.5;1.5;0.66;1;4;1;1000;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;;;;;;;;234;1;Rakes are tools for turning dirt into soil. After the soil has been created by a rake, it is ready to be planted. The rake will eventually get damaged and fail. Rakes made of better materials last longer.
SteelSpearBlock;SteelSpear;Tools;ThrowableBlockBehavior;329;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;steelspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;10;0.8;12;4;1;600;TRUE;TRUE;TRUE;20;0.9;0.3;FALSE;0;;0;;;FALSE;FALSE;;;;;;;;211;1;A spear is a versatile weapon that can be both thrown and used for melee attacks. When used, it will eventually lose its sharpness and fail. Spears made with better materials will last longer and cause more damage. Thrown spears will stick in soft materials. It may be hard to remove a spear which embedded itself too hard.
SteelMacheteBlock;SteelMachete;Tools;;330;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;steelmachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;16;0.9;1;4;1;600;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;;;;;;;;211;1;A machete is a simple sword like slashing weapon that is very effective for melee attacks. When used, the machete will gradually lose its sharpness and eventually fail. Machetes made of better materials will last longer and cause more damage.
TankBlock;;Items;;331;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;tank;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;60;60;0;1;1.5;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;1500;;FALSE;FALSE;Quarry;20;1;;;;;180;1;
EngineHBlock;StirlingEngine;Items;ElectricBlockBehavior;332;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;hengine;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;1;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;20;;FALSE;FALSE;Hack;5;1;;;;;4;1;A Strling engine is a kind of heat engine that operates by cyclic compression and expansion of air or other gas at different temperature in a closed thermodynamic system.
DrillBlock;SteelDrill;Items;;334;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;drill;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;1000;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;;;;;;;;214;1;Drill is the most important part in the autodriller, you should put it in the machine while using it. Reminding, mining will damage the drill.
LiquidPumpBlock;LiquidPump;Items;ElectricBlockBehavior;336;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;pump;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;20;;FALSE;FALSE;Hack;5;1;;;;;4;1;A Liquidpump stores items in a similar way to a chest, but allows dispensing them through the hole and pump the liquid under it when triggered via rising edge of an electric signal.
BlastBlowerBlock;BlastBlower;Items;;339;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;blastblower;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;20;;FALSE;FALSE;Hack;5;1;;;;;4;1;The device is used to provide blast of hot air to the blast furnace, so that the chemical recation can take place throughout the furnace.
BlastFurnaceBlock;BlastFurnace;Items;ElectricBlockBehavior;340;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;furnaceBlast;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;1;1;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;FALSE;FALSE;Quarry;8;1;;;;;16;1;A Blast furnace is a type of metallurgical furnace used for smelting to produce industrial metals generally iron, but also others like lead or copper.
FireBoxBlock;FireBox;Items;;341;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;firebox;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;1;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;20;;FALSE;FALSE;Hack;5;1;;;;;4;1;A Furnace in which fuel is burned.
CastMachBlock;CastingMachine;Items;ElectricBlockBehavior;344;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;castmach;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;20;;FALSE;FALSE;Hack;5;1;;;;;4;1;Casting Machine provides a manufacturing process in which a liquid material is usually poured into a mold, which contains a hollow cavity of thr desired shape, and then allowed to solidify.It is often used for making complex shapes that would be otherwise difficult or uneconomical to make by other methods.
SqueezerBlock;Squeezer;Items;ElectricBlockBehavior;353;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;squeezer;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;20;;FALSE;FALSE;Hack;5;1;;;;;4;1;A machine that can squeeze the metal ingot to get metal line.
RailBlock;Rail;Items;;343;0,0,0;0, 0, 1;0.9;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;rail;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;700;5;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;1;;;TRUE;Hack;0;1;;;;;237;1;Rail or railway, is the structure consisting of the steel track and its underlying subgrade. It enables trains to move by providing a dependable surface for their wheels to roll.
MachineToolBlock;MachineTool;Items;ElectricBlockBehavior;354;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.1,-0.26;0, 45, 0;machinetool;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;1;5;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;20;5;;FALSE;FALSE;Hack;5;1;;;;;4;1;Machine tool is a piece of workshop furniture made of metal. It is a very important item in the industrial era, because it allows you to craft items that require more than 3x3 crafting slots. A lots of craftable industiral items or machine can be made on it, provided that you have the required materials.
CReactorBlock;BasicChemicalReactor;Items;;355;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.1,-0.26;0, 45, 0;creactor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;1;5;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;20;5;;FALSE;FALSE;Hack;5;1;;;;;4;1;Basic chemical reactor is the device for containing and controlling a chemical reaction.
CovenBlock;CokeOven;Items;ElectricBlockBehavior;356;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.1,-0.26;0, 45, 0;coven;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;1;5;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;20;5;;FALSE;FALSE;Hack;5;1;;;;;4;1;Coke Oven is very useful furnace in the industrial era, it can carbonizate coal into coke and wood,cactus into coal.
HearthFurnaceBlock;OpenHearthFurnace;Items;ElectricBlockBehavior;357;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.1,-0.26;0, 45, 0;hfurnace;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;1;1;0.5;1;0.5;FALSE;FALSE;1;5;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;20;5;;FALSE;FALSE;Hack;5;1;;;;;4;1;Open Hearth Furnace is developed to overcame the difficult that steel is difficult to manufacture,it can melt scrap iron and iron ingot to get steel more efficient.
ChemicalBlock;;;;360;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;element;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;0;0;0;1;#;1;;0;10;10;0.5;1;0.5;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;20;;FALSE;FALSE;Hack;5;1;;;;;4;1;
